Region,Year,Indicator Name,Indicator Value,Source,Indicator Group
Afar,2017,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,1995,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,1996,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,1999,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2000,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2004,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2005,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2007,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2008,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2010,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2011,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2013,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2014,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2016,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,2017,Total spending on PHC per capita (USD),0,NHA,Global PHC
Amhara ,1995,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,1996,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,1999,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2000,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2004,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2005,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2007,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2008,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2010,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2011,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2013,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2014,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2016,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,2017,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Amhara ,1995,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,1996,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,1999,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2000,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2004,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2005,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2007,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2008,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2010,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2011,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2013,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2014,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2016,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,2017,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Amhara ,1995,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,1996,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,1999,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2000,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2004,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2005,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2007,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2008,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2010,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2011,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2013,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2014,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2016,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Amhara ,2017,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,1995,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,1996,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,1999,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2000,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2004,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2005,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2007,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2008,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2010,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2011,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2013,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2014,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2016,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,2017,Total spending on PHC per capita (USD),0,NHA,Global PHC
Oromia,1995,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,1996,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,1999,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2000,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2004,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2005,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2007,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2008,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2010,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2011,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2013,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2014,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2016,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,2017,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Oromia,1995,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,1996,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,1999,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2000,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2004,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2005,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2007,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2008,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2010,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2011,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2013,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2014,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2016,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,2017,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Oromia,1995,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,1996,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,1999,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2000,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2004,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2005,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2007,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2008,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2010,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2011,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2013,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2014,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2016,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Oromia,2017,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,1995,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,1996,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,1999,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2000,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2004,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2005,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2007,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2008,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2010,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2011,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2013,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2014,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2016,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,2017,Total spending on PHC per capita (USD),0,NHA,Global PHC
Somalia ,1995,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,1996,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,1999,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2000,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2004,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2005,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2007,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2008,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2010,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2011,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2013,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2014,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2016,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,2017,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Somalia ,1995,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,1996,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,1999,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2000,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2004,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2005,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2007,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2008,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2010,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2011,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2013,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2014,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2016,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,2017,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Somalia ,1995,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,1996,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,1999,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2000,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2004,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2005,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2007,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2008,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2010,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2011,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2013,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2014,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2016,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Somalia ,2017,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,1995,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,1996,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,1999,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2000,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2004,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2005,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2007,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2008,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2010,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2011,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2013,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2014,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2016,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,2017,Total spending on PHC per capita (USD),0,NHA,Global PHC
Benshangul Gumuz,1995,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,1996,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,1999,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2000,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2004,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2005,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2007,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2008,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2010,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2011,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2013,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2014,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2016,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,2017,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
Benshangul Gumuz,1995,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,1996,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,1999,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2000,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2004,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2005,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2007,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2008,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2010,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2011,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2013,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2014,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2016,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,2017,Share of government health spending on PHC as % of total gov,0,NHA,Global PHC
Benshangul Gumuz,1995,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,1996,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,1999,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2000,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2004,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2005,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2007,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2008,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2010,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2011,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2013,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2014,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2016,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
Benshangul Gumuz,2017,Government domestic spending on PHC as % of total spending o,0,NHA,Global PHC
SNNPR,1995,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,1996,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,1999,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2000,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2004,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2005,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2007,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2008,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2010,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2011,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2013,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2014,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2016,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,2017,Total spending on PHC per capita (USD),0,NHA,Global PHC
SNNPR,1995,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,1996,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,1999,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2000,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2004,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2005,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2007,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2008,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
SNNPR,2010,Share of overall health spending on PHC as % of current heal,0,NHA,Global PHC
